name,kd_differential,str_differential,td_differential,sub_differential,winrate,winstreak,losestreak,totalwins,totalfights,titlefights,titlewins,age_deviation,opp_avg_elo,elo,dob,kowin,koloss,subwin,subloss,udecwin,udecloss,mdecwin,mdecloss,sdecwin,sdecloss
Jeka Saragih,0.75,7.75,1.0,0.25,0.75,0,1,3,4,0,0,1136,1004.4547207855671,1029.917162474098,"Jan 01, 1995",2,2,0,0,0,0,0,0,0,0
Diego Saraiva,0.0,-29.25,1.0,0.0,0.0,0,4,0,4,0,0,158,997.1088114328224,937.0752152587726,"Apr 23, 1982",0,0,0,0,2,2,0,0,0,0
Harris Sarmiento,0.0,-19.5,-1.5,-0.75,0.0,0,4,0,4,0,0,773,1062.103237060356,948.0811982335733,"Sep 09, 1983",1,1,0,1,1,0,0,0,0,0
Alexander Sarnavskiy,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jan 17, 1989",0,0,0,0,0,0,0,0,0,0
Yuki Sasaki,0.0,-3.3333333333333335,-2.3333333333333335,-0.6666666666666666,0.0,0,3,0,3,0,0,1806,1035.3120974308947,956.8262013626145,"Sep 12, 1976",0,0,0,0,2,1,0,0,0,0
Kyosuke Sasaki,0.0,-9.0,-2.0,-2.0,0.0,0,0,0,2,0,0,1825,971.3334789577424,997.3071091478159,--,0,0,0,0,0,0,0,0,0,0
Yuta Sasaki,-0.2,-1.8,0.3,-0.1,0.5,0,1,5,10,0,0,1508,1014.5076942626614,1001.8810773311201,"Oct 07, 1989",1,0,5,3,1,0,0,0,0,0
Paul Sass,0.0,-6.666666666666667,-0.5,2.6666666666666665,0.6666666666666666,0,2,4,6,0,0,163,1011.2315923898495,1027.9634293986321,"Aug 04, 1988",0,0,2,3,1,0,0,0,0,0
Keisuke Sasu,-0.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,2,2,6,0,0,1341,1007.1350704773045,971.9103915975526,"Sep 30, 1994",1,1,1,1,1,1,0,0,0,0
Masaaki Satake,-0.1,-15.8,-1.3,-0.5,0.1,0,6,1,10,0,0,4278,1049.205910095973,907.1302202560252,"Aug 17, 1965",1,2,2,1,1,1,0,0,1,1
Takenori Sato,-0.3333333333333333,-15.0,0.0,0.0,0.0,0,3,0,3,0,0,1571,1047.0406703933793,958.5242873929926,"Jun 08, 1985",2,1,0,0,0,0,0,0,0,0
Takashi Sato,0.2222222222222222,-10.222222222222221,-0.6666666666666666,-0.3333333333333333,0.4444444444444444,0,4,4,9,0,0,2908,1032.0035655334661,986.833654118748,"Jun 09, 1990",3,2,2,0,2,0,0,0,0,0
Jeimeson Saudino,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Mar 05, 1991",0,0,0,0,0,0,0,0,0,0
Tom Sauer,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,2434,997.0285228147325,967.0059921277328,"Nov 11, 1970",1,1,0,0,0,0,0,0,0,0
Townsend Saunders,-0.3333333333333333,-6.0,1.3333333333333333,-1.0,0.0,0,3,0,3,0,0,1825,1044.9363776930077,958.1919698926456,--,0,0,0,0,1,0,0,0,1,1
Ben Saunders,-0.25,1.7916666666666667,-0.625,0.5416666666666666,0.5416666666666666,0,5,13,24,0,0,4269,1036.0486371128625,1001.1159073034175,"Apr 13, 1983",6,6,3,3,3,2,0,0,0,1
Chad W. Saunders,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Chris Saunders,0.0,-6.0,1.0,-1.0,0.0,0,2,0,2,0,0,454,1023.2652492355122,969.4695015289755,"Mar 11, 1986",0,0,1,1,0,0,0,0,0,0
Lumumba Sayers,0.16666666666666666,0.16666666666666666,0.5,-0.3333333333333333,0.3333333333333333,0,1,2,6,0,0,3343,1012.603523296797,976.0850897694003,"Jun 30, 1978",1,2,2,1,0,0,0,0,0,0
Matt Sayles,0.3333333333333333,19.166666666666668,-0.5,-1.0,0.5,0,2,3,6,0,0,1037,1001.2541100010618,995.7845612877942,"Feb 21, 1994",1,1,2,1,1,0,0,0,0,0
Brandon Sayles,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Apr 23, 1981",0,0,0,0,0,0,0,0,0,0
Mark Scanlon,0.0,-17.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,0,0,1,1,0,0,0,0
Eric Schafer,-0.4,-10.6,0.3,1.0,0.4,0,4,4,10,0,0,3415,1030.398590965622,974.7632552130773,"Sep 20, 1977",3,1,1,2,2,1,0,0,0,0
Kerry Schall,-1.0,-33.0,0.0,0.0,0.0,0,2,0,2,0,0,3382,1121.810690274402,978.3461280288171,"Aug 09, 1971",1,1,0,0,0,0,0,0,0,0
Eric Schambari,0.0,2.75,1.25,-1.0,0.75,0,1,3,4,0,0,1701,996.220643946649,1028.590372048865,"Apr 22, 1978",0,0,0,0,1,2,0,0,1,0
Brendan Schaub,0.0,4.916666666666667,0.6666666666666666,0.08333333333333333,0.5,0,2,6,12,2,0,2461,1061.9907919882469,1026.5164350421912,"Mar 18, 1983",5,3,0,1,0,2,0,0,1,0
Matheus Scheffel,-1.0,-5.0,0.0,0.0,0.0,0,2,0,2,0,0,1402,1023.2652492355122,969.4695015289755,"Nov 04, 1992",1,1,0,0,0,0,0,0,0,0
Antonio Schembri,0.14285714285714285,-17.857142857142858,0.5714285714285714,0.5714285714285714,0.42857142857142855,0,4,3,7,0,0,2188,1032.625493350414,987.1788470876446,"Jun 01, 1974",0,1,1,1,3,1,0,0,0,0
Fabiano Scherner,-1.6666666666666667,-14.666666666666666,-0.3333333333333333,0.0,0.0,0,3,0,3,0,0,3259,1053.014339588297,959.1288769841497,"Jun 30, 1972",2,1,0,0,0,0,0,0,0,0
Samy Schiavo,0.0,-7.333333333333333,-0.6666666666666666,-1.3333333333333333,0.0,0,3,0,3,0,0,2862,1038.4830222462888,957.1573745443836,"Dec 24, 1975",1,1,1,0,0,0,0,0,0,0
Pat Schilling,-0.3333333333333333,-40.333333333333336,-0.6666666666666666,-0.6666666666666666,0.0,0,3,0,3,0,0,447,1012.1196761051779,953.6799202074893,"Aug 28, 1988",0,0,1,1,1,0,0,0,0,0
Joe Schilling,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Semmy Schilt,0.6153846153846154,-1.8461538461538463,-1.1538461538461537,-0.15384615384615385,0.6153846153846154,2,0,8,13,0,0,3724,1015.9037656854139,1042.707490793907,"Oct 27, 1973",4,2,3,2,1,1,0,0,0,0
Adam Schindler,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,831,976.7347507644877,1030.5304984710244,"May 19, 1983",0,0,1,1,0,0,0,0,0,0
Daniel Schmitt,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,994.7734619258493,966.7944528546583,--,1,1,0,0,0,0,0,0,0,0
Colleen Schneider,0.0,-2.0,-1.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,0,0,1,1,0,0,0,0
Matt Schnell,-0.38461538461538464,-2.5384615384615383,-0.38461538461538464,0.3076923076923077,0.46153846153846156,0,1,6,13,0,0,2885,1034.3317892146626,1018.5140561316085,"Jan 15, 1990",4,1,3,1,0,1,0,0,0,2
Alex Schoenauer,-0.6666666666666666,-6.333333333333333,-2.3333333333333335,1.3333333333333333,0.0,0,3,0,3,0,0,2379,1060.8159299050033,960.3686557471316,"May 05, 1976",1,1,0,0,1,0,0,0,0,0
Darrill Schoonover,0.0,-42.0,-1.0,-1.0,0.0,0,2,0,2,0,0,219,1023.2652492355122,969.4695015289755,"Jul 18, 1985",1,1,0,0,0,0,0,0,0,0
Bob Schrijber,0.0,0.6666666666666666,-3.0,-1.6666666666666667,0.0,0,3,0,3,0,0,1825,1024.2745305638603,955.4885082133909,--,0,0,0,1,0,0,0,0,0,0
Nate Schroeder,0.0,-7.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,994.7734619258493,966.7944528546583,--,1,1,0,0,0,0,0,0,0,0
Lacey Schuckman,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Mark Schultz,0.0,7.0,3.0,0.0,1.0,2,0,2,2,0,0,1825,1019.4847703566242,1034.5395654722442,--,1,1,0,0,0,0,0,0,0,0
Brian Schwartz,0.0,4.0,-0.6666666666666666,0.0,0.3333333333333333,1,0,1,3,0,0,1825,1019.4258773682118,988.2528663663891,--,0,1,0,0,1,1,0,0,0,0
Eric Schwartz,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,976.7347507644877,1030.5304984710244,--,1,1,0,0,0,0,0,0,0,0
Justin Scoggins,0.09090909090909091,12.090909090909092,1.5454545454545454,-0.2727272727272727,0.45454545454545453,0,4,5,11,0,0,444,1009.7417743140876,977.6946608616411,"May 02, 1992",1,1,3,0,0,3,0,0,2,1
Brad Scott,-0.09090909090909091,-9.636363636363637,-1.3636363636363635,0.2727272727272727,0.2727272727272727,0,3,3,11,2,0,1439,1010.8279534649918,936.5642565134598,"Jun 24, 1989",1,0,0,2,3,2,0,0,1,2
Greg Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Mike Seal,0.0,17.0,-2.0,-1.0,0.0,0,2,0,2,0,0,1825,1051.4340812672071,972.0953607869095,--,1,1,0,0,0,0,0,0,0,0
Matt Secor,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Sep 26, 1986",0,0,0,0,0,0,0,0,0,0
Kenneth Seegrist,0.0,6.0,-3.0,2.0,0.0,0,2,0,2,0,0,1825,1066.027605783057,973.4363996212471,--,0,0,1,1,0,0,0,0,0,0
Neil Seery,-0.125,-3.125,-2.875,0.25,0.375,0,2,3,8,0,0,4710,1034.0714828336847,981.4691437640942,"Aug 30, 1979",0,0,1,1,2,4,0,0,0,0
Rony Sefo,0.0,-1.0,-1.0,-1.0,0.0,0,2,0,2,0,0,1825,995.9925087699646,966.9087938960876,--,0,0,1,1,0,0,0,0,0,0
Ray Sefo,0.0,-5.0,-0.3333333333333333,-1.0,0.6666666666666666,0,1,2,3,0,0,5482,933.0632121755835,1005.3950039037004,"Feb 15, 1971",0,0,2,1,0,0,0,0,0,0
Brendan Seguin,0.0,30.0,5.0,-1.0,1.0,2,0,2,2,0,0,2033,1003.6584878234867,1033.058465254056,"Jul 03, 1976",0,0,0,0,1,1,0,0,0,0
Tetsuya Seki,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Feb 08, 1994",0,0,0,0,0,0,0,0,0,0
Stefan Sekulic,-0.6666666666666666,-14.666666666666666,0.0,-0.3333333333333333,0.0,0,3,0,3,0,0,1539,1065.1273335509643,960.8914685083943,"Feb 12, 1992",0,0,0,0,1,1,0,0,1,0
Pete Sell,-0.625,-8.75,-1.25,0.125,0.375,0,1,3,8,0,0,586,1022.6840098342414,974.9006766948847,"Aug 05, 1982",3,1,1,1,1,1,0,0,0,0
Matthew Semelsberger,1.0,1.0909090909090908,-0.2727272727272727,-0.09090909090909091,0.6363636363636364,0,2,7,11,0,0,2080,1025.9398040061917,1041.1584572182835,"Nov 23, 1992",3,1,0,0,2,4,0,0,0,1
Andrei Semenov,0.4,-20.4,-0.4,-5.0,0.4,0,3,2,5,0,0,1132,1024.6912044344047,985.8634812042267,"Jun 17, 1977",2,2,0,0,1,0,0,0,0,0
Mackens Semerzier,-0.3333333333333333,-2.7777777777777777,-0.2222222222222222,0.5555555555555556,0.4444444444444444,0,1,4,9,0,0,2317,1019.8760345370576,1003.7720148846221,"Nov 03, 1980",0,0,3,3,0,1,0,0,0,1
Brandon Sene,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"May 21, 1981",0,0,0,0,0,0,0,0,0,0
YeDam Seo,0.0,-29.0,-4.0,0.0,0.0,0,2,0,2,0,0,1914,1023.2652492355122,969.4695015289755,"Mar 20, 1992",0,0,0,0,1,1,0,0,0,0
Kim In Seok,0.0,-15.0,-1.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Ray Seraille,0.0,-7.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1051.7662769569924,972.1260693796585,--,1,1,0,0,0,0,0,0,0,0
Ivan Serati,0.0,-13.666666666666666,-1.0,0.0,0.0,0,3,0,3,0,0,1825,1069.2502535849105,961.146243658335,--,2,1,0,0,0,0,0,0,0,0
Alex Serdyukov,-0.3,10.6,-0.5,0.5,0.6,0,1,6,10,0,0,1383,989.8092953080219,1028.1683025336877,"May 24, 1980",1,1,4,3,1,0,0,0,0,0
Nicholas Sergiacomi,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Matt Serra,0.058823529411764705,-6.882352941176471,0.47058823529411764,0.8235294117647058,0.5294117647058824,0,1,9,17,3,2,4139,1053.8831367236396,1041.6647828815435,"Jun 02, 1974",3,2,1,1,4,2,1,1,0,2
Nick Serra,-1.0,-26.0,1.0,2.0,0.0,0,2,0,2,0,0,272,1020.7675305502036,969.2352168804714,"Mar 27, 1978",0,0,0,0,1,1,0,0,0,0
Adrian Serrano,0.0,-20.0,-3.0,0.0,0.0,0,2,0,2,0,0,4193,1051.7662769569924,972.1260693796585,"Dec 23, 1963",0,0,0,0,1,1,0,0,0,0
Fredy Serrano,0.2,-1.6,1.6,-0.4,0.6,0,2,3,5,0,0,4476,982.8130416318638,1007.0764237385547,"Sep 22, 1979",2,1,0,0,1,0,0,0,1,0
Carl Seumanutafa,-1.0,-1.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Dan Severn,-0.05263157894736842,3.5789473684210527,0.8421052631578947,0.05263157894736842,0.7368421052631579,1,0,14,19,7,4,6603,1033.6124527023221,1121.8314179653935,"Jun 08, 1958",2,1,6,5,1,2,0,0,1,0
Rosi Sexton,-0.5,-50.0,0.25,-1.25,0.0,0,4,0,4,0,0,4126,1033.0489163447494,943.274377476711,"Jul 16, 1977",1,1,0,0,2,0,0,0,0,0
Scott Shaffer,0.0,28.0,-5.0,2.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,0,0,1,1,0,0,0,0
Edmen Shahbazyan,0.45454545454545453,-3.272727272727273,-0.2727272727272727,-0.45454545454545453,0.6363636363636364,0,1,7,11,0,0,187,1037.9497006889876,1042.97057457735,"Nov 20, 1997",5,3,0,1,1,0,0,0,1,0
Leon Shahbazyan,0.0,-19.0,1.0,0.0,0.0,0,2,0,2,0,0,449,1023.2652492355122,969.4695015289755,"Nov 18, 1995",1,1,0,0,0,0,0,0,0,0
Don Shainis,0.0,-14.666666666666666,-1.0,0.0,0.0,0,3,0,3,0,0,2711,1094.511413589894,964.5614277861358,"Sep 16, 1990",0,0,1,1,1,0,0,0,0,0
Liliya Shakirova,0.0,1.0,-1.0,-1.0,0.0,0,2,0,2,0,0,1468,1041.3514382813198,971.1599391437742,"Oct 24, 1991",0,0,1,1,0,0,0,0,0,0
Kamal Shalorus,0.1111111111111111,-0.2222222222222222,0.3333333333333333,-0.5555555555555556,0.4444444444444444,0,4,4,9,0,0,5381,1024.70519456804,996.6740427989262,"Aug 27, 1972",2,1,2,1,0,1,0,0,0,1
Ken Shamrock,0.0,-1.0869565217391304,0.30434782608695654,0.7391304347826086,0.4782608695652174,0,4,11,23,6,2,6457,1063.801040713852,1028.0142459475114,"Feb 11, 1964",7,3,3,6,0,0,0,0,2,0
Frank Shamrock,0.375,4.5625,-2.0625,1.125,0.8125,0,2,13,16,12,11,4148,1011.8081057832057,1107.4571406645032,"Dec 08, 1972",4,3,3,5,0,0,0,0,0,0
Shang Zhifa,0.0,0.0,1.0,0.0,0.0,0,2,0,2,0,0,3891,1023.2652492355122,969.4695015289755,"Mar 15, 1986",0,0,0,0,0,0,0,0,1,1
Jason Sharp,0.0,0.0,0.0,0.0,0.0,0,4,0,4,0,0,1825,1022.2505138607399,941.5955709086339,--,0,0,0,0,2,2,0,0,0,0
Eric Shelton,0.0,7.625,0.25,-1.25,0.25,0,1,2,8,0,0,1151,1023.5505918368292,955.02198520211,"Feb 02, 1991",0,0,0,0,2,1,0,0,2,3
Sean Sherk,-0.13333333333333333,-5.133333333333334,3.6,-1.0,0.7333333333333333,1,0,11,15,4,2,4440,1048.9367697261682,1107.0555759057956,"Aug 05, 1973",1,2,1,1,3,6,0,0,0,1
Chase Sherman,0.1111111111111111,-2.7222222222222223,-0.3888888888888889,-0.1111111111111111,0.3333333333333333,0,2,6,18,0,0,3106,1011.8320327039378,933.5702701656293,"Nov 16, 1989",6,2,2,0,4,4,0,0,0,0
Valentina Shevchenko,0.0,24.166666666666668,2.388888888888889,0.1111111111111111,0.7777777777777778,0,1,14,18,11,8,3851,1052.8068525353412,1154.8138913543066,"Mar 07, 1988",0,4,2,2,1,4,0,0,2,2
Antonina Shevchenko,0.0,15.6,-1.6,-0.4,0.6,1,0,6,10,0,0,4620,995.7699107052415,1020.2179291814207,"Nov 20, 1984",2,2,1,1,1,1,0,0,1,1
Katsuyori Shibata,0.1111111111111111,-1.6666666666666667,-0.7777777777777778,-0.3333333333333333,0.2222222222222222,0,2,2,9,0,0,1877,1087.5227699860109,960.7521480261166,"Nov 17, 1979",2,1,2,1,1,2,0,0,0,0
Jake Shields,-0.125,7.875,1.7083333333333333,0.75,0.8333333333333334,0,1,20,24,3,2,3724,1048.3220708150213,1189.5624859575496,"Jan 09, 1979",2,0,3,5,3,6,0,1,1,2
Henrique Shiguemoto,0.0,-2.0,-1.0,-1.0,0.0,0,2,0,2,0,0,2276,1023.2652492355122,969.4695015289755,"Jun 22, 1989",0,0,1,1,0,0,0,0,0,0
Shunichi Shimizu,0.0,-63.0,-2.0,-4.0,0.0,0,2,0,2,0,0,1440,1007.7643751919679,968.0141159143451,"Jan 31, 1985",0,0,1,1,0,0,0,0,0,0
Wade Shipp,0.0,10.0,-1.0,0.0,0.0,0,2,0,2,0,0,1520,1023.2652492355122,969.4695015289755,"Feb 09, 1975",1,1,0,0,0,0,0,0,0,0
Raja Shippen,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Oct 07, 1986",0,0,0,0,0,0,0,0,0,0
Yuya Shirai,-1.0,-3.0,0.0,-2.0,0.0,0,2,0,2,0,0,1470,993.2205871311946,966.6488505121766,"Apr 02, 1980",0,0,1,1,0,0,0,0,0,0
Wes Shivers,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,976.7347507644877,1030.5304984710244,--,1,1,0,0,0,0,0,0,0,0
Alexander Shlemenko,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"May 20, 1984",0,0,0,0,0,0,0,0,0,0
Josh Shockley,0.0,-3.6666666666666665,-2.3333333333333335,0.3333333333333333,0.0,0,3,0,3,0,0,105,1022.007907484618,955.1059715858505,"Nov 15, 1989",1,1,0,0,1,0,0,0,0,0
Josh Shockman,0.0,0.0,-6.666666666666667,0.0,0.0,0,3,0,3,0,0,1576,1028.050566736153,955.7847675879906,"Dec 29, 1980",0,1,0,0,1,1,0,0,0,0
Akira Shoji,-0.03125,-5.59375,0.625,-0.15625,0.4375,0,3,14,32,0,0,2995,1009.3675106173979,960.4116619064415,"Jan 31, 1974",5,3,5,4,4,4,0,0,2,1
Liudvik Sholinian,0.0,-56.0,-2.0,-0.6666666666666666,0.0,0,3,0,3,0,0,2852,1047.1321795084857,958.2910528169991,"Jan 20, 1990",0,0,0,0,2,1,0,0,0,0
Jack Shore,0.1111111111111111,27.77777777777778,2.2222222222222223,0.3333333333333333,0.8888888888888888,1,0,8,9,0,0,1142,999.5145607685483,1094.6634390119573,"Feb 06, 1995",0,0,1,4,2,1,0,0,0,1
Landon Showalter,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,2933,976.7347507644877,1030.5304984710244,"Jun 14, 1976",0,0,0,0,1,1,0,0,0,0
Ivan Shtyrkov,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jun 09, 1988",0,0,0,0,0,0,0,0,0,0
Brandon Shuey,0.0,-1.0,-1.0,0.0,0.0,0,2,0,2,0,0,2081,1023.2652492355122,969.4695015289755,"Feb 01, 1976",0,0,1,1,0,0,0,0,0,0
Ronal Siahaan,0.0,-35.0,-3.0,-3.0,0.0,0,2,0,2,0,0,758,1023.2652492355122,969.4695015289755,"May 05, 1996",0,0,1,1,0,0,0,0,0,0
Sam Sicilia,-0.13333333333333333,-9.666666666666666,0.5333333333333333,-0.06666666666666667,0.4666666666666667,0,4,7,15,0,0,2216,1005.2368172403192,977.7973443781356,"Feb 01, 1986",3,3,3,0,3,3,0,0,0,0
Kiril Sidelnikov,0.0,-23.0,0.0,0.0,0.0,0,2,0,2,0,0,1660,1131.4760814023273,979.1512354556153,"Aug 17, 1988",1,1,0,0,0,0,0,0,0,0
Serhiy Sidey,1.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,799,976.7347507644877,1030.5304984710244,"Jul 04, 1996",1,1,0,0,0,0,0,0,0,0
Steven Siler,0.0,5.454545454545454,-2.0,-0.09090909090909091,0.6363636363636364,0,3,7,11,0,0,898,1011.1613422291476,1029.5315138506553,"Feb 15, 1987",1,1,1,1,4,3,0,0,0,0
Siala Siliga,0.0,-3.6666666666666665,0.3333333333333333,-1.0,0.0,0,3,0,3,0,0,5285,1077.1765198334963,962.2940628010266,"Oct 08, 1970",0,0,2,1,0,0,0,0,0,0
Xavier Siller,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jun 06, 1994",0,0,0,0,0,0,0,0,0,0
Assuerio Silva,0.2222222222222222,-20.333333333333332,-0.1111111111111111,0.8888888888888888,0.4444444444444444,0,5,4,9,0,0,2870,1012.2206571106298,978.9852370852581,"Jun 18, 1974",1,1,1,2,0,1,1,0,1,1
Anderson Silva,0.44,11.4,-0.5,0.24,0.74,0,3,37,50,13,11,7512,1053.1075273517615,1168.6786139378246,"Apr 14, 1975",9,19,2,3,5,8,0,0,0,0
Wanderlei Silva,0.43478260869565216,7.6521739130434785,-0.2826086956521739,0.21739130434782608,0.6956521739130435,1,0,32,46,10,8,4266,1064.678924365071,1172.0162307479745,"Jul 03, 1976",11,19,0,1,6,3,0,0,2,1
Thiago Silva,0.038461538461538464,10.153846153846153,-0.4230769230769231,-0.038461538461538464,0.8076923076923077,2,0,21,26,0,0,2164,1028.379493088572,1181.0821798511772,"Nov 12, 1982",8,11,1,1,2,1,0,0,0,0
Paulo Cesar Silva,-0.1111111111111111,-12.88888888888889,-0.4444444444444444,-0.1111111111111111,0.2222222222222222,0,5,2,9,0,0,6471,1044.4106863756601,941.3639690129767,"Jul 21, 1963",2,2,3,2,0,0,0,0,0,0
Jean Silva,-0.5,-8.5,-0.5,-1.5,0.5,2,0,2,4,0,0,637,1052.3208509238107,1011.3453951342836,"Dec 13, 1996",0,0,0,0,2,2,0,0,0,0
Edson Silva,-1.0,-3.0,-1.0,0.0,0.0,0,2,0,2,0,0,1825,1025.9338830443437,969.7196523820357,--,1,1,0,0,0,0,0,0,0,0
Sidney Silva,0.0,-2.0,0.0,0.0,0.0,0,2,0,2,0,0,3733,1023.2652492355122,969.4695015289755,"Feb 27, 1972",1,1,0,0,0,0,0,0,0,0
Jay Silva,0.0,-23.666666666666668,-4.666666666666667,-0.6666666666666666,0.0,0,3,0,3,0,0,1825,1041.9727774986084,957.8804071279862,--,0,0,0,0,2,1,0,0,0,0
Antonio Silva,-0.047619047619047616,-0.47619047619047616,-0.047619047619047616,0.2857142857142857,0.5238095238095238,0,3,11,21,1,0,4400,1084.6481899622763,1040.0939765093178,"Sep 14, 1979",6,10,1,0,0,2,0,0,0,1
Fabio Silva,0.0,-62.0,-6.0,0.0,0.0,0,2,0,2,0,0,587,1046.268221588557,971.6168741941905,"Mar 31, 1982",1,1,0,0,0,0,0,0,0,0
Erick Silva,-0.058823529411764705,-9.411764705882353,-0.9411764705882353,0.17647058823529413,0.5294117647058824,0,2,9,17,0,0,3106,1041.3389927479386,1020.8340633133762,"Jun 21, 1984",5,3,0,5,3,0,0,0,0,0
Leandro Silva,0.0,5.6,-0.3,0.3,0.4,0,2,4,10,0,0,2129,1014.3150933527182,994.9444668245682,"Nov 11, 1985",0,0,0,1,3,4,0,0,1,0
Claudio Silva,0.0,-2.090909090909091,1.8181818181818181,0.6363636363636364,0.7272727272727273,0,3,8,11,0,0,5440,1007.1418250044045,1054.744116252616,"Sep 06, 1982",0,0,2,2,4,1,0,0,1,1
Wagner Silva,-1.3333333333333333,-13.0,-1.6666666666666667,-1.0,0.0,0,3,0,3,0,0,1011,1030.9444601325056,956.3721667478248,"Feb 07, 1987",0,0,2,1,0,0,0,0,0,0
Rafael Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Mar 20, 1985",0,0,0,0,0,0,0,0,0,0
Joaquim Silva,-0.1,-10.2,-1.4,0.3,0.6,0,1,6,10,0,0,3425,1004.4608584335953,1018.9357324020244,"Feb 05, 1989",2,4,0,0,1,0,0,0,1,2
Felipe Silva,0.5,14.0,-0.25,-0.25,0.5,0,2,2,4,0,0,3304,997.6932062551476,996.8201247010063,"May 08, 1984",1,2,1,0,0,0,0,0,0,0
Dayana Silva,0.0,6.0,-4.0,0.0,0.0,0,2,0,2,0,0,1087,1023.2652492355122,969.4695015289755,"Aug 27, 1990",0,0,0,0,0,0,0,0,1,1
Bruno Silva,0.1875,-3.4375,0.1875,-0.25,0.4375,0,1,7,16,0,0,3274,1018.4017207406093,1020.9121260746127,"Jul 13, 1989",3,3,2,1,3,2,0,0,0,0
Gabriel Silva,0.0,-24.0,-3.3333333333333335,-0.6666666666666666,0.0,0,3,0,3,0,0,193,1054.6252546932735,959.5141412597217,"Aug 26, 1994",0,0,0,0,2,1,0,0,0,0
Jacob Silva,0.0,-2.6666666666666665,1.0,-0.6666666666666666,0.0,0,3,0,3,0,0,2831,1010.7598143200236,953.482991589928,"Feb 23, 1988",0,0,1,0,1,1,0,0,0,0
Natalia Silva,0.4,39.4,0.6,-0.4,1.0,5,0,5,5,0,0,568,1004.1499567363093,1076.882966601092,"Feb 03, 1997",0,2,0,0,1,2,0,0,0,0
Jansey Silva,0.0,-8.0,-1.0,-1.0,0.0,0,2,0,2,0,0,521,1023.2652492355122,969.4695015289755,"May 30, 1995",0,0,1,1,0,0,0,0,0,0
Maria Silva,0.0,28.0,0.0,0.5,0.5,0,2,2,4,0,0,626,1001.0193555806808,997.3249513256827,"Dec 19, 1995",0,0,0,0,2,2,0,0,0,0
Karine Silva,0.16666666666666666,-2.0,0.0,1.3333333333333333,1.0,6,0,6,6,0,0,1727,994.0704510782743,1088.1634962481266,"Dec 02, 1993",0,0,2,4,0,0,0,0,0,0
Erik Silva,0.0,7.0,1.0,-0.3333333333333333,0.6666666666666666,0,1,2,3,0,0,3928,989.4211243389736,1013.003306394245,"Mar 16, 1987",1,1,1,0,0,0,0,0,0,0
Janaina Silva,0.0,-6.0,-1.0,-1.0,0.0,0,2,0,2,0,0,2378,1023.2652492355122,969.4695015289755,"Feb 16, 1992",0,0,1,1,0,0,0,0,0,0
Jhonata Silva,-2.0,-38.0,-5.0,0.0,0.0,0,2,0,2,0,0,519,1023.2652492355122,969.4695015289755,"Apr 24, 1997",1,1,0,0,0,0,0,0,0,0
Danny Silva,1.0,7.0,2.0,0.0,1.0,2,0,2,2,0,0,610,976.7347507644877,1030.5304984710244,"Jan 30, 1997",0,0,0,0,1,1,0,0,0,0
